prov;muni;namuni;surname;number;population;ni;pki
27;27058;O Savi?o;MARTINEZ;77;2869;25;0.02683862
27;27058;O Savi?o;SANCHEZ;60;2869;25;0.02091321
27;27058;O Savi?o;LOSADA;54;2869;25;0.018821889
27;27058;O Savi?o;EXPOSITO;56;2869;25;0.019518996
27;27058;O Savi?o;ARIAS;45;2869;25;0.015684908
27;27058;O Savi?o;CASTRO;51;2869;25;0.017776229
27;27058;O Savi?o;MARI?O;47;2869;25;0.016382015
27;27058;O Savi?o;IGLESIAS;52;2869;25;0.018124782
27;27058;O Savi?o;QUIROGA;37;2869;25;0.01289648
27;27058;O Savi?o;GUITIAN;21;2869;25;0.007319624
27;27058;O Savi?o;TABOADA;24;2869;25;0.008365284
27;27058;O Savi?o;DOMINGUEZ;23;2869;25;0.008016731
27;27058;O Savi?o;OTERO;17;2869;25;0.00592541
27;27059;Sober;RODRIGUEZ;339;1816;25;0.186674009
27;27059;Sober;PEREZ;291;1816;25;0.160242291
27;27059;Sober;FERNANDEZ;235;1816;25;0.129405286
27;27059;Sober;LOPEZ;172;1816;25;0.094713656
27;27059;Sober;GONZALEZ;148;1816;25;0.081497797
27;27059;Sober;VAZQUEZ;110;1816;25;0.060572687
27;27059;Sober;ALVAREZ;113;1816;25;0.06222467
27;27059;Sober;DIAZ;88;1816;25;0.04845815
27;27059;Sober;ARIAS;43;1816;25;0.023678414
27;27059;Sober;CARNERO;23;1816;25;0.012665198
27;27059;Sober;MARTINEZ;28;1816;25;0.015418502
27;27059;Sober;VIDAL;27;1816;25;0.014867841
27;27059;Sober;GARCIA;18;1816;25;0.009911894
27;27059;Sober;GOMEZ;15;1816;25;0.008259912
27;27059;Sober;TRIGO;28;1816;25;0.015418502
27;27059;Sober;PI?EIRO;22;1816;25;0.012114537
27;27059;Sober;LOSADA;17;1816;25;0.009361233
27;27059;Sober;VARELA;10;1816;25;0.005506608
27;27059;Sober;PRIETO;13;1816;25;0.00715859
27;27059;Sober;FREIRE;13;1816;25;0.00715859
27;27059;Sober;SAEZ;18;1816;25;0.009911894
27;27059;Sober;CASTRO;10;1816;25;0.005506608
27;27059;Sober;SALGADO;12;1816;25;0.00660793
27;27059;Sober;CAMPOS;9;1816;25;0.004955947
27;27059;Sober;SANCHEZ;14;1816;25;0.007709251
27;27060;Taboada;VAZQUEZ;188;1676;25;0.112171838
27;27060;Taboada;GARCIA;166;1676;25;0.099045346
27;27060;Taboada;FERNANDEZ;147;1676;25;0.087708831
27;27060;Taboada;LOPEZ;147;1676;25;0.087708831
27;27060;Taboada;RODRIGUEZ;140;1676;25;0.08353222
27;27060;Taboada;GOMEZ;104;1676;25;0.062052506
27;27060;Taboada;OTERO;78;1676;25;0.046539379
27;27060;Taboada;DIEGUEZ;63;1676;25;0.037589499
27;27060;Taboada;VARELA;64;1676;25;0.038186158
27;27060;Taboada;GONZALEZ;49;1676;25;0.029236277
27;27060;Taboada;RIGUEIRA;49;1676;25;0.029236277
27;27060;Taboada;FERREIRO;50;1676;25;0.029832936
27;27060;Taboada;PEREZ;39;1676;25;0.02326969
27;27060;Taboada;CARBALLO;39;1676;25;0.02326969
27;27060;Taboada;FONTAO;44;1676;25;0.026252983
27;27060;Taboada;LEDO;42;1676;25;0.025059666
27;27060;Taboada;DIAZ;38;1676;25;0.022673031
27;27060;Taboada;BLANCO;38;1676;25;0.022673031
27;27060;Taboada;MOURE;38;1676;25;0.022673031
27;27060;Taboada;RAMOS;24;1676;25;0.014319809
27;27060;Taboada;SOBRADO;26;1676;25;0.015513126
27;27060;Taboada;PORTO;20;1676;25;0.011933174
27;27060;Taboada;CASTRO;28;1676;25;0.016706444
27;27060;Taboada;SUAREZ;28;1676;25;0.016706444
27;27060;Taboada;SANCHEZ;27;1676;25;0.016109785
27;27061;Trabada;FERNANDEZ;147;723;25;0.203319502
27;27061;Trabada;LOPEZ;67;723;25;0.092669433
27;27061;Trabada;RODRIGUEZ;72;723;25;0.099585062
27;27061;Trabada;GARCIA;64;723;25;0.088520055
27;27061;Trabada;DIAZ;31;723;25;0.042876902
27;27061;Trabada;GONZALEZ;26;723;25;0.035961272
27;27061;Trabada;YANES;31;723;25;0.042876902
27;27061;Trabada;PEREZ;20;723;25;0.027662517
27;27061;Trabada;GASALLA;20;723;25;0.027662517
27;27061;Trabada;AMOR;20;723;25;0.027662517
27;27061;Trabada;ALVAREZ;20;723;25;0.027662517
27;27061;Trabada;COTO;20;723;25;0.027662517
27;27061;Trabada;VARELA;17;723;25;0.02351314
27;27061;Trabada;MARTINEZ;20;723;25;0.027662517
27;27061;Trabada;BARRERA;13;723;25;0.017980636
27;27061;Trabada;MASEDA;10;723;25;0.013831259
27;27061;Trabada;BERMUDEZ;15;723;25;0.020746888
27;27061;Trabada;IGLESIAS;15;723;25;0.020746888
27;27061;Trabada;FREIJE;19;723;25;0.026279391
27;27061;Trabada;VILLAPOL;17;723;25;0.02351314
27;27061;Trabada;SANTAMARINA;11;723;25;0.015214385
27;27061;Trabada;GOMEZ;10;723;25;0.013831259
27;27061;Trabada;REY;14;723;25;0.019363762
27;27061;Trabada;PRIETO;12;723;25;0.01659751
27;27061;Trabada;VAZQUEZ;12;723;25;0.01659751
27;27062;Triacastela;LOPEZ;89;491;25;0.181262729
27;27062;Triacastela;FERNANDEZ;37;491;25;0.075356415
27;27062;Triacastela;DIAZ;25;491;25;0.050916497
27;27062;Triacastela;CARBALLO;22;491;25;0.044806517
27;27062;Triacastela;FONTAL;24;491;25;0.048879837
27;27062;Triacastela;PEREZ;21;491;25;0.042769857
27;27062;Triacastela;IGLESIAS;20;491;25;0.040733198
27;27062;Triacastela;RODRIGUEZ;15;491;25;0.030549898
27;27062;Triacastela;RIO;20;491;25;0.040733198
27;27062;Triacastela;GARCIA;12;491;25;0.024439919
27;27062;Triacastela;POMBO;17;491;25;0.034623218
27;27062;Triacastela;AIRA;20;491;25;0.040733198
27;27062;Triacastela;CELEIRO;18;491;25;0.036659878
27;27062;Triacastela;ARIAS;13;491;25;0.026476578
27;27062;Triacastela;LAGO;18;491;25;0.036659878
27;27062;Triacastela;VALCARCE;16;491;25;0.032586558
27;27062;Triacastela;VAZQUEZ;10;491;25;0.020366599
27;27062;Triacastela;DOVAL;14;491;25;0.028513238
27;27062;Triacastela;GAYO;15;491;25;0.030549898
27;27062;Triacastela;RUBIO;13;491;25;0.026476578
27;27062;Triacastela;NU?EZ;10;491;25;0.020366599
27;27062;Triacastela;TALLON;11;491;25;0.022403259
27;27062;Triacastela;CELA;13;491;25;0.026476578
27;27062;Triacastela;REGUEIRO;10;491;25;0.020366599
27;27062;Triacastela;ARGIZ;8;491;25;0.016293279
27;27063;O Valadouro;FERNANDEZ;131;958;25;0.136743215
27;27063;O Valadouro;GARCIA;102;958;25;0.106471816
27;27063;O Valadouro;RODRIGUEZ;57;958;25;0.059498956
27;27063;O Valadouro;GONZALEZ;51;958;25;0.053235908
27;27063;O Valadouro;OROL;40;958;25;0.041753653
27;27063;O Valadouro;DIAZ;36;958;25;0.037578288
27;27063;O Valadouro;VAZQUEZ;43;958;25;0.044885177
27;27063;O Valadouro;LORENZO;45;958;25;0.04697286
27;27063;O Valadouro;LOPEZ;36;958;25;0.037578288
27;27063;O Valadouro;HERMIDA;34;958;25;0.035490605
27;27063;O Valadouro;CAO;34;958;25;0.035490605
27;27063;O Valadouro;PEREZ;29;958;25;0.030271399
27;27063;O Valadouro;BLANCO;29;958;25;0.030271399
27;27063;O Valadouro;PERNAS;27;958;25;0.028183716
27;27063;O Valadouro;BALSEIRO;19;958;25;0.019832985
27;27063;O Valadouro;MARTINEZ;30;958;25;0.03131524
27;27063;O Valadouro;MASEDA;31;958;25;0.032359081
27;27063;O Valadouro;PAZ;23;958;25;0.024008351
27;27063;O Valadouro;PICO;25;958;25;0.026096033
27;27063;O Valadouro;RAMOS;25;958;25;0.026096033
27;27063;O Valadouro;GOMEZ;26;958;25;0.027139875
27;27063;O Valadouro;EXPOSITO;20;958;25;0.020876827
27;27063;O Valadouro;IGLESIAS;28;958;25;0.029227557
27;27063;O Valadouro;CASTRO;20;958;25;0.020876827
27;27063;O Valadouro;OTERO;17;958;25;0.017745303
27;27064;O Vicedo;FERNANDEZ;177;1040;25;0.170192308
27;27064;O Vicedo;MARTINEZ;120;1040;25;0.115384615
27;27064;O Vicedo;RODRIGUEZ;85;1040;25;0.081730769
27;27064;O Vicedo;LOPEZ;60;1040;25;0.057692308
27;27064;O Vicedo;VALE;57;1040;25;0.054807692
27;27064;O Vicedo;GARCIA;40;1040;25;0.038461538
27;27064;O Vicedo;RIVEIRA;46;1040;25;0.044230769
27;27064;O Vicedo;CALVO;29;1040;25;0.027884615
27;27064;O Vicedo;GONZALEZ;32;1040;25;0.030769231
27;27064;O Vicedo;INSUA;27;1040;25;0.025961538
27;27064;O Vicedo;IGLESIAS;30;1040;25;0.028846154
27;27064;O Vicedo;FANEGO;32;1040;25;0.030769231
27;27064;O Vicedo;GOMEZ;30;1040;25;0.028846154
27;27064;O Vicedo;POLO;26;1040;25;0.025
27;27064;O Vicedo;LAMELAS;20;1040;25;0.019230769
27;27064;O Vicedo;PERNAS;34;1040;25;0.032692308
27;27064;O Vicedo;VIZOSO;19;1040;25;0.018269231
27;27064;O Vicedo;PEREZ;20;1040;25;0.019230769
27;27064;O Vicedo;PIGUEIRAS;23;1040;25;0.022115385
27;27064;O Vicedo;ROLLE;23;1040;25;0.022115385
27;27064;O Vicedo;DIAZ;25;1040;25;0.024038462
27;27064;O Vicedo;DOVALE;21;1040;25;0.020192308
27;27064;O Vicedo;TRASANCOS;24;1040;25;0.023076923
27;27064;O Vicedo;BALTAR;23;1040;25;0.022115385
27;27064;O Vicedo;PARAPAR;17;1040;25;0.016346154
27;27065;Vilalba;LOPEZ;672;6078;25;0.110562685
27;27065;Vilalba;FERNANDEZ;594;6078;25;0.097729516
27;27065;Vilalba;DIAZ;422;6078;25;0.069430734
27;27065;Vilalba;GONZALEZ;406;6078;25;0.066798289
27;27065;Vilalba;GARCIA;381;6078;25;0.062685094
27;27065;Vilalba;VAZQUEZ;360;6078;25;0.05923001
27;27065;Vilalba;RODRIGUEZ;248;6078;25;0.040802896
27;27065;Vilalba;ROUCO;235;6078;25;0.038664034
27;27065;Vilalba;CASTRO;201;6078;25;0.033070089
27;27065;Vilalba;SEOANE;209;6078;25;0.034386311
27;27065;Vilalba;FRAGA;222;6078;25;0.036525173
27;27065;Vilalba;LOZANO;230;6078;25;0.037841395
27;27065;Vilalba;PRIETO;191;6078;25;0.031424811
27;27065;Vilalba;PAZ;166;6078;25;0.027311616
27;27065;Vilalba;PEREZ;173;6078;25;0.02846331
27;27065;Vilalba;OTERO;169;6078;25;0.027805199
27;27065;Vilalba;REGO;146;6078;25;0.02402106
27;27065;Vilalba;FERREIRO;147;6078;25;0.024185587
27;27065;Vilalba;RAMUDO;154;6078;25;0.025337282
27;27065;Vilalba;CENDAN;131;6078;25;0.021553142
27;27065;Vilalba;BLANCO;133;6078;25;0.021882198
27;27065;Vilalba;NOVO;128;6078;25;0.021059559
27;27065;Vilalba;MARTINEZ;120;6078;25;0.019743337
27;27065;Vilalba;OROSA;109;6078;25;0.017933531
27;27065;Vilalba;PRADO;131;6078;25;0.021553142
27;27066;Viveiro;FERNANDEZ;934;6270;25;0.148963317
27;27066;Viveiro;LOPEZ;659;6270;25;0.105103668
27;27066;Viveiro;RODRIGUEZ;519;6270;25;0.08277512
27;27066;Viveiro;GARCIA;462;6270;25;0.073684211
27;27066;Viveiro;MARTINEZ;384;6270;25;0.061244019
27;27066;Viveiro;GONZALEZ;338;6270;25;0.053907496
27;27066;Viveiro;PEREZ;329;6270;25;0.052472089
27;27066;Viveiro;DIAZ;351;6270;25;0.055980861
27;27066;Viveiro;GOMEZ;305;6270;25;0.048644338
27;27066;Viveiro;VAZQUEZ;221;6270;25;0.035247209
27;27066;Viveiro;SANCHEZ;214;6270;25;0.034130781
27;27066;Viveiro;PERNAS;172;6270;25;0.027432217
27;27066;Viveiro;ALVAREZ;149;6270;25;0.023763955
27;27066;Viveiro;CHAO;139;6270;25;0.022169059
27;27066;Viveiro;FRAGA;119;6270;25;0.018979266
27;27066;Viveiro;RIVERA;105;6270;25;0.016746411
27;27066;Viveiro;PARAPAR;91;6270;25;0.014513557
27;27066;Viveiro;BLANCO;121;6270;25;0.019298246
27;27066;Viveiro;PRIETO;111;6270;25;0.017703349
27;27066;Viveiro;MENDEZ;96;6270;25;0.015311005
27;27066;Viveiro;INSUA;96;6270;25;0.015311005
27;27066;Viveiro;REY;80;6270;25;0.012759171
27;27066;Viveiro;OTERO;106;6270;25;0.016905901
27;27066;Viveiro;LAGE;87;6270;25;0.013875598
27;27066;Viveiro;FRANCO;82;6270;25;0.01307815
27;27021;Xermade;LOPEZ;110;1007;25;0.109235353
27;27021;Xermade;PRIETO;88;1007;25;0.087388282
27;27021;Xermade;PENA;73;1007;25;0.072492552
27;27021;Xermade;FERNANDEZ;75;1007;25;0.074478649
27;27021;Xermade;PAZ;68;1007;25;0.067527309
27;27021;Xermade;GONZALEZ;48;1007;25;0.047666336
27;27021;Xermade;ARES;50;1007;25;0.049652433
27;27021;Xermade;RODRIGUEZ;39;1007;25;0.038728898
27;27021;Xermade;BERMUDEZ;32;1007;25;0.031777557
27;27021;Xermade;GARCIA;32;1007;25;0.031777557
27;27021;Xermade;SOUTO;29;1007;25;0.028798411
27;27021;Xermade;PERNAS;33;1007;25;0.032770606
27;27021;Xermade;BARRO;29;1007;25;0.028798411
27;27021;Xermade;MARTINEZ;17;1007;25;0.016881827
27;27021;Xermade;CASTRO;28;1007;25;0.027805362
27;27021;Xermade;CARBALLEIRA;27;1007;25;0.026812314
27;27021;Xermade;OTERO;34;1007;25;0.033763654
27;27021;Xermade;BALSA;24;1007;25;0.023833168
27;27021;Xermade;GOMEZ;31;1007;25;0.030784508
27;27021;Xermade;CORRAL;26;1007;25;0.025819265
27;27021;Xermade;PICO;17;1007;25;0.016881827
27;27021;Xermade;VAZQUEZ;23;1007;25;0.022840119
27;27021;Xermade;LEDO;27;1007;25;0.026812314
27;27021;Xermade;CARBALLO;21;1007;25;0.020854022
27;27021;Xermade;PARDO;26;1007;25;0.025819265
27;27025;Xove;FERNANDEZ;224;1589;25;0.140969163
27;27025;Xove;LOPEZ;155;1589;25;0.097545626
27;27025;Xove;RODRIGUEZ;136;1589;25;0.08558842
27;27025;Xove;GARCIA;100;1589;25;0.062932662
27;27025;Xove;GONZALEZ;79;1589;25;0.049716803
27;27025;Xove;MARTINEZ;57;1589;25;0.035871617
27;27025;Xove;CANOURA;54;1589;25;0.033983638
27;27025;Xove;PEREZ;59;1589;25;0.037130271
27;27025;Xove;SANCHEZ;52;1589;25;0.032724984
27;27025;Xove;DIAZ;48;1589;25;0.030207678
27;27025;Xove;PERNAS;61;1589;25;0.038388924
27;27025;Xove;MIGUEZ;48;1589;25;0.030207678
27;27025;Xove;VAZQUEZ;41;1589;25;0.025802391
27;27025;Xove;COCI?A;57;1589;25;0.035871617
27;27025;Xove;OTERO;38;1589;25;0.023914412
27;27025;Xove;MEITIN;50;1589;25;0.031466331
27;27025;Xove;ALVAREZ;44;1589;25;0.027690371
27;27025;Xove;BEN;38;1589;25;0.023914412
27;27025;Xove;QUELLE;39;1589;25;0.024543738
27;27025;Xove;LOUZAO;33;1589;25;0.020767778
27;27025;Xove;EIJO;41;1589;25;0.025802391
27;27025;Xove;REGO;37;1589;25;0.023285085
27;27025;Xove;DOMINGUEZ;30;1589;25;0.018879799
27;27025;Xove;BERMUDEZ;38;1589;25;0.023914412
27;27025;Xove;LAGE;30;1589;25;0.018879799
32;32001;Allariz;FERNANDEZ;409;3116;25;0.131258023
32;32001;Allariz;CID;411;3116;25;0.131899872
32;32001;Allariz;RODRIGUEZ;223;3116;25;0.07156611
32;32001;Allariz;CONDE;220;3116;25;0.070603338
32;32001;Allariz;GONZALEZ;228;3116;25;0.073170732
32;32001;Allariz;PEREZ;220;3116;25;0.070603338
32;32001;Allariz;ALVAREZ;155;3116;25;0.049743261
32;32001;Allariz;LOPEZ;94;3116;25;0.030166881
32;32001;Allariz;QUINTAS;91;3116;25;0.029204108
32;32001;Allariz;GOMEZ;97;3116;25;0.031129653
32;32001;Allariz;GARCIA;101;3116;25;0.03241335
32;32001;Allariz;DOMINGUEZ;98;3116;25;0.031450578
32;32001;Allariz;BLANCO;82;3116;25;0.026315789
32;32001;Allariz;MARTINEZ;79;3116;25;0.025353017
32;32001;Allariz;VILA;70;3116;25;0.022464698
32;32001;Allariz;BORRAJO;65;3116;25;0.020860077
32;32001;Allariz;VAZQUEZ;71;3116;25;0.022785623
32;32001;Allariz;IGLESIAS;64;3116;25;0.020539153
32;32001;Allariz;SUAREZ;48;3116;25;0.015404365
32;32001;Allariz;FEIJOO;54;3116;25;0.01732991
32;32001;Allariz;PI?EIRO;74;3116;25;0.023748395
32;32001;Allariz;FERREIRO;41;3116;25;0.013157895
32;32001;Allariz;QUINTANA;46;3116;25;0.014762516
32;32001;Allariz;NOVOA;40;3116;25;0.01283697
32;32001;Allariz;OTERO;35;3116;25;0.011232349
32;32002;Amoeiro;GONZALEZ;229;1426;25;0.16058906
32;32002;Amoeiro;RODRIGUEZ;164;1426;25;0.115007013
32;32002;Amoeiro;FERNANDEZ;159;1426;25;0.111500701
32;32002;Amoeiro;VAZQUEZ;141;1426;25;0.09887798
32;32002;Amoeiro;ALVAREZ;114;1426;25;0.079943899
32;32002;Amoeiro;PEREZ;91;1426;25;0.063814867
32;32002;Amoeiro;LOPEZ;52;1426;25;0.036465638
32;32002;Amoeiro;IGLESIAS;37;1426;25;0.025946704
32;32002;Amoeiro;GOMEZ;50;1426;25;0.035063114
32;32002;Amoeiro;NOVOA;33;1426;25;0.023141655
32;32002;Amoeiro;CARIDE;34;1426;25;0.023842917
32;32002;Amoeiro;GARCIA;37;1426;25;0.025946704
32;32002;Amoeiro;MARTINEZ;37;1426;25;0.025946704
32;32002;Amoeiro;CONDE;33;1426;25;0.023141655
32;32002;Amoeiro;ARAUJO;29;1426;25;0.020336606
32;32002;Amoeiro;ABELLAS;20;1426;25;0.014025245
32;32002;Amoeiro;ESTEVEZ;20;1426;25;0.014025245
32;32002;Amoeiro;REQUEJO;31;1426;25;0.02173913
32;32002;Amoeiro;CASTRO;20;1426;25;0.014025245
32;32002;Amoeiro;RIVERA;20;1426;25;0.014025245
32;32002;Amoeiro;SECO;19;1426;25;0.013323983
32;32002;Amoeiro;PARADELA;20;1426;25;0.014025245
32;32002;Amoeiro;CABANELAS;7;1426;25;0.004908836
32;32002;Amoeiro;DOPAZO;14;1426;25;0.009817672
32;32002;Amoeiro;PEREIRA;15;1426;25;0.010518934
32;32003;A Arnoia;FERNANDEZ;81;701;25;0.115549215
32;32003;A Arnoia;MARTINEZ;74;701;25;0.105563481
32;32003;A Arnoia;ALVAREZ;68;701;25;0.09700428
32;32003;A Arnoia;RODRIGUEZ;49;701;25;0.069900143
32;32003;A Arnoia;GONZALEZ;38;701;25;0.054208274
32;32003;A Arnoia;VAZQUEZ;43;701;25;0.061340942
32;32003;A Arnoia;PEREZ;21;701;25;0.029957204
32;32003;A Arnoia;SANTAMARIA;31;701;25;0.044222539
32;32003;A Arnoia;GIL;37;701;25;0.05278174
32;32003;A Arnoia;ARAUJO;26;701;25;0.037089872
32;32003;A Arnoia;DOMINGUEZ;25;701;25;0.035663338
32;32003;A Arnoia;ALONSO;18;701;25;0.025677603
32;32003;A Arnoia;ALBERTE;26;701;25;0.037089872
32;32003;A Arnoia;ROJO;32;701;25;0.045649073
32;32003;A Arnoia;DIEGUEZ;16;701;25;0.022824536
32;32003;A Arnoia;ESTEVEZ;16;701;25;0.022824536
32;32003;A Arnoia;SOTO;15;701;25;0.021398003
32;32003;A Arnoia;APARICIO;11;701;25;0.015691869
32;32003;A Arnoia;CAMPO;12;701;25;0.017118402
32;32003;A Arnoia;MERENS;16;701;25;0.022824536
32;32003;A Arnoia;BANGUESES;11;701;25;0.015691869
32;32003;A Arnoia;GOMEZ;12;701;25;0.017118402
32;32003;A Arnoia;CAO;7;701;25;0.009985735
32;32003;A Arnoia;PIVIDA;8;701;25;0.011412268
32;32003;A Arnoia;LORENZO;8;701;25;0.011412268
32;32004;Avi?;FERNANDEZ;121;1272;25;0.095125786
32;32004;Avi?;RODRIGUEZ;91;1272;25;0.071540881
32;32004;Avi?;ESTEVEZ;111;1272;25;0.087264151
32;32004;Avi?;DOMINGUEZ;77;1272;25;0.060534591
32;32004;Avi?;ALVAREZ;70;1272;25;0.055031447
32;32004;Avi?;PEREZ;51;1272;25;0.04009434
32;32004;Avi?;MARTINEZ;67;1272;25;0.052672956
32;32004;Avi?;VAZQUEZ;51;1272;25;0.04009434
32;32004;Avi?;BARREIRO;53;1272;25;0.041666667
32;32004;Avi?;GONZALEZ;46;1272;25;0.036163522
32;32004;Avi?;ROSENDO;59;1272;25;0.046383648
32;32004;Avi?;GABIAN;62;1272;25;0.048742138
32;32004;Avi?;HERMIDA;47;1272;25;0.036949686
32;32004;Avi?;SANCHEZ;42;1272;25;0.033018868
32;32004;Avi?;LORENZO;39;1272;25;0.030660377
32;32004;Avi?;MOURI?O;39;1272;25;0.030660377
32;32004;Avi?;DURAN;37;1272;25;0.02908805
32;32004;Avi?;RA?A;28;1272;25;0.022012579
32;32004;Avi?;IGLESIAS;35;1272;25;0.027515723
32;32004;Avi?;CENDON;28;1272;25;0.022012579
32;32004;Avi?;JUSTO;23;1272;25;0.018081761
32;32004;Avi?;CASTRO;24;1272;25;0.018867925
32;32004;Avi?;OTERO;25;1272;25;0.019654088
32;32004;Avi?;PONTES;22;1272;25;0.017295597
32;32004;Avi?;ANTON;24;1272;25;0.018867925
32;32005;Baltar;RODRIGUEZ;80;648;25;0.12345679
32;32005;Baltar;CUQUEJO;55;648;25;0.084876543
32;32005;Baltar;GONZALEZ;41;648;25;0.063271605
32;32005;Baltar;FERNANDEZ;40;648;25;0.061728395
32;32005;Baltar;LOPEZ;43;648;25;0.066358025
32;32005;Baltar;FIDALGO;32;648;25;0.049382716
32;32005;Baltar;DIAZ;24;648;25;0.037037037
32;32005;Baltar;PEREZ;32;648;25;0.049382716
32;32005;Baltar;ALVAREZ;24;648;25;0.037037037
32;32005;Baltar;VAZQUEZ;23;648;25;0.035493827
32;32005;Baltar;MARTINEZ;26;648;25;0.040123457
32;32005;Baltar;LORENZO;26;648;25;0.040123457
32;32005;Baltar;FERREIRO;23;648;25;0.035493827
32;32005;Baltar;ARAUJO;16;648;25;0.024691358
32;32005;Baltar;PALOMANES;19;648;25;0.029320988
32;32005;Baltar;JARDON;18;648;25;0.027777778
32;32005;Baltar;FEIJOO;15;648;25;0.023148148
32;32005;Baltar;NOCELO;20;648;25;0.030864198
32;32005;Baltar;LAMA;20;648;25;0.030864198
32;32005;Baltar;VALENCIA;12;648;25;0.018518519
32;32005;Baltar;BELLO;16;648;25;0.024691358
32;32005;Baltar;SEOANE;15;648;25;0.023148148
32;32005;Baltar;PENA;9;648;25;0.013888889
32;32005;Baltar;GARCIA;12;648;25;0.018518519
32;32005;Baltar;GARRIDO;7;648;25;0.010802469
32;32006;Bande;RODRIGUEZ;170;1268;23;0.134069401
32;32006;Bande;GONZALEZ;151;1268;23;0.119085174
32;32006;Bande;FERNANDEZ;153;1268;23;0.120662461
32;32006;Bande;ALVAREZ;121;1268;23;0.095425868
32;32006;Bande;LOPEZ;76;1268;23;0.059936909
32;32006;Bande;MARTINEZ;56;1268;23;0.044164038
32;32006;Bande;DOMINGUEZ;63;1268;23;0.049684543
32;32006;Bande;PEREZ;61;1268;23;0.048107256
32;32006;Bande;ALONSO;61;1268;23;0.048107256
32;32006;Bande;QUINTAS;70;1268;23;0.055205047
32;32006;Bande;FEIJOO;58;1268;23;0.045741325
32;32006;Bande;VAZQUEZ;33;1268;23;0.026025237
32;32006;Bande;SUAREZ;26;1268;23;0.020504732
32;32006;Bande;GARCIA;22;1268;23;0.017350158
32;32006;Bande;DOBA?O;20;1268;23;0.015772871
32;32006;Bande;SALGADO;26;1268;23;0.020504732
32;32006;Bande;GOMEZ;24;1268;23;0.018927445
32;32006;Bande;BLANCO;16;1268;23;0.012618297
32;32006;Bande;MORGADE;9;1268;23;0.007097792
32;32006;Bande;OTERO;15;1268;23;0.011829653
32;32006;Bande;ESTEVEZ;15;1268;23;0.011829653
32;32006;Bande;GARRIDO;13;1268;23;0.010252366
32;32006;Bande;VILLARINO;9;1268;23;0.007097792
32;32007;Ba?s de Molgas;CID;93;872;25;0.106651376
32;32007;Ba?s de Molgas;FERNANDEZ;78;872;25;0.089449541
32;32007;Ba?s de Molgas;GONZALEZ;70;872;25;0.080275229
32;32007;Ba?s de Molgas;RODRIGUEZ;69;872;25;0.07912844
32;32007;Ba?s de Molgas;GARRIDO;49;872;25;0.056192661
32;32007;Ba?s de Molgas;LOPEZ;49;872;25;0.056192661
32;32007;Ba?s de Molgas;PROL;33;872;25;0.037844037
32;32007;Ba?s de Molgas;CONDE;23;872;25;0.026376147
32;32007;Ba?s de Molgas;GARCIA;27;872;25;0.030963303
32;32007;Ba?s de Molgas;RIVAS;25;872;25;0.028669725
32;32007;Ba?s de Molgas;GUEDE;21;872;25;0.024082569
32;32007;Ba?s de Molgas;PEREZ;23;872;25;0.026376147
32;32007;Ba?s de Molgas;GOMEZ;27;872;25;0.030963303
32;32007;Ba?s de Molgas;NOVOA;21;872;25;0.024082569
32;32007;Ba?s de Molgas;NU?EZ;28;872;25;0.032110092
32;32007;Ba?s de Molgas;BOUZO;33;872;25;0.037844037
32;32007;Ba?s de Molgas;SALGADO;31;872;25;0.035550459
32;32007;Ba?s de Molgas;FARI?AS;27;872;25;0.030963303
32;32007;Ba?s de Molgas;CASADO;23;872;25;0.026376147
32;32007;Ba?s de Molgas;FERREIRO;25;872;25;0.028669725
32;32007;Ba?s de Molgas;QUINTAS;20;872;25;0.02293578
32;32007;Ba?s de Molgas;VILA;21;872;25;0.024082569
32;32007;Ba?s de Molgas;BORRAJO;19;872;25;0.021788991
32;32007;Ba?s de Molgas;BOUZAS;18;872;25;0.020642202
32;32007;Ba?s de Molgas;FERRE?O;19;872;25;0.021788991
32;32008;Barbad?;FERNANDEZ;644;4783;25;0.134643529
32;32008;Barbad?;RODRIGUEZ;631;4783;25;0.13192557
32;32008;Barbad?;GONZALEZ;496;4783;25;0.103700606
32;32008;Barbad?;ALVAREZ;322;4783;25;0.067321765
32;32008;Barbad?;PEREZ;310;4783;25;0.064812879
32;32008;Barbad?;LOPEZ;260;4783;25;0.054359189
32;32008;Barbad?;VAZQUEZ;221;4783;25;0.04620531
32;32008;Barbad?;GARCIA;210;4783;25;0.043905499
32;32008;Barbad?;IGLESIAS;176;4783;25;0.036796989
32;32008;Barbad?;GOMEZ;157;4783;25;0.032824587
32;32008;Barbad?;MARTINEZ;172;4783;25;0.035960694
32;32008;Barbad?;DOMINGUEZ;143;4783;25;0.029897554
32;32008;Barbad?;CID;118;4783;25;0.024670709
32;32008;Barbad?;ALONSO;124;4783;25;0.025925152
32;32008;Barbad?;BLANCO;112;4783;25;0.023416266
32;32008;Barbad?;CASTRO;88;4783;25;0.018398495
32;32008;Barbad?;FEIJOO;83;4783;25;0.017353126
32;32008;Barbad?;CONDE;68;4783;25;0.014217019
32;32008;Barbad?;NOVOA;68;4783;25;0.014217019
32;32008;Barbad?;DIAZ;73;4783;25;0.015262388
32;32008;Barbad?;SEARA;68;4783;25;0.014217019
32;32008;Barbad?;LORENZO;49;4783;25;0.010244616
32;32008;Barbad?;SANCHEZ;58;4783;25;0.012126281
32;32008;Barbad?;VARELA;77;4783;25;0.016098683
